11226,48495.0
10013,106056.0
10022,133208.0
10018,107861.0
11216,56025.0
10025,82352.0
11372,53963.0
11102,60436.0
10036,93707.0
11377,54989.0
11211,66113.0
10031,44040.0
11237,51269.0
10032,41890.0
11221,47170.0
11205,51574.0
11223,46310.0
10021,123842.0
10003,104441.0
10023,123951.0
11206,34122.0
11222,78287.0
10019,99063.0
10010,115084.0
11201,116446.0
11106,60725.0
10128,111937.0
11104,63122.0
11213,40604.0
11209,69578.0
10004,140450.0
11233,36009.0
11217,99085.0
11231,93575.0
11354,44512.0
10017,118469.0
10014,127973.0
10467,35381.0
10040,47189.0
10069,137105.0
10038,85032.0
11220,42559.0
11103,65229.0
10012,104561.0
10016,109250.0
10463,58881.0
10030,36118.0
10011,123208.0
10001,85221.0
11230,46013.0
11215,116893.0
10027,45536.0
10009,60521.0
11210,62202.0
11238,79013.0
10065,124322.0
11105,68050.0
11375,76467.0
11219,37665.0
11249,None
11379,79573.0
10075,129594.0
11385,64481.0
10024,126107.0
10005,154213.0
11214,53151.0
11232,53908.0
11373,49098.0
10006,145893.0
10280,161419.0
10028,119203.0
11203,48140.0
10039,34197.0
10035,27932.0
11235,49653.0
11218,64152.0
11374,56863.0
11432,52975.0
11225,51926.0
11229,59287.0
11207,35809.0
10026,54349.0
10002,35449.0
11364,71030.0
10044,92623.0
11435,59535.0
10029,34015.0
11101,57866.0
10034,50909.0
11234,79490.0
10033,53044.0
11358,65932.0
11415,65981.0
10462,49962.0
11204,47341.0
11228,63697.0
10456,26724.0
11355,38370.0
11208,39588.0
10471,80932.0
11370,59901.0
10454,21542.0
11212,25677.0
10007,242644.0
10473,38924.0
10458,32129.0
11367,58924.0
11224,31630.0
11109,137452.0
10282,250001.0
11236,63700.0
10452,27206.0
10451,26979.0
11368,47862.0
11421,69053.0
11357,81053.0
10468,35398.0
10301,55818.0
11366,67115.0
10037,39979.0
10472,30593.0
11434,60702.0
11378,68460.0
10457,27036.0
11361,82020.0
10459,25762.0
10455,25489.0
10466,49906.0
11414,72632.0
11692,45816.0
11694,77547.0
10464,87853.0
11428,71663.0
11693,57443.0
10453,24421.0
11417,69989.0
10465,74079.0
11369,53426.0
11691,42434.0
11418,67003.0
10461,55847.0
11365,63455.0
10304,54567.0
11416,61285.0
11360,84476.0
10469,61090.0
10302,60968.0
10460,25948.0
11423,66455.0
11356,59712.0
10314,80956.0
10305,76044.0
10470,56658.0
11363,97784.0
11226,48495.0
10013,106056.0
10022,133208.0
10018,107861.0
11216,56025.0
10025,82352.0
11372,53963.0
11102,60436.0
10036,93707.0
11377,54989.0
11211,66113.0
10031,44040.0
11237,51269.0
10032,41890.0
11221,47170.0
11205,51574.0
11223,46310.0
10021,123842.0
10003,104441.0
10023,123951.0
11206,34122.0
11222,78287.0
10019,99063.0
10010,115084.0
11201,116446.0
11106,60725.0
10128,111937.0
11104,63122.0
11213,40604.0
11209,69578.0
10004,140450.0
11233,36009.0
11217,99085.0
11231,93575.0
11354,44512.0
10017,118469.0
10014,127973.0
10467,35381.0
10040,47189.0
10069,137105.0
10038,85032.0
11220,42559.0
11103,65229.0
10012,104561.0
10016,109250.0
10463,58881.0
10030,36118.0
10011,123208.0
10001,85221.0
11230,46013.0
11215,116893.0
10027,45536.0
10009,60521.0
11210,62202.0
11238,79013.0
10065,124322.0
11105,68050.0
11375,76467.0
11219,37665.0
11249,None
11379,79573.0
10075,129594.0
11385,64481.0
10024,126107.0
10005,154213.0
11214,53151.0
11232,53908.0
11373,49098.0
10006,145893.0
10280,161419.0
10028,119203.0
11203,48140.0
10039,34197.0
10035,27932.0
11235,49653.0
11218,64152.0
11374,56863.0
11432,52975.0
11225,51926.0
11229,59287.0
11207,35809.0
10026,54349.0
10002,35449.0
11364,71030.0
10044,92623.0
11435,59535.0
10029,34015.0
11101,57866.0
10034,50909.0
11234,79490.0
10033,53044.0
11358,65932.0
11415,65981.0
10462,49962.0
11204,47341.0
11228,63697.0
10456,26724.0
11355,38370.0
11208,39588.0
10471,80932.0
11370,59901.0
10454,21542.0
11212,25677.0
10007,242644.0
10473,38924.0
10458,32129.0
11367,58924.0
11224,31630.0
11109,137452.0
10282,250001.0
11236,63700.0
10452,27206.0
10451,26979.0
11368,47862.0
11421,69053.0
11357,81053.0
10468,35398.0
10301,55818.0
11366,67115.0
10037,39979.0
10472,30593.0
11434,60702.0
11378,68460.0
10457,27036.0
11361,82020.0
10459,25762.0
10455,25489.0
10466,49906.0
11414,72632.0
11692,45816.0
11694,77547.0
10464,87853.0
11428,71663.0
11693,57443.0
10453,24421.0
11417,69989.0
10465,74079.0
11369,53426.0
11691,42434.0
11418,67003.0
10461,55847.0
11365,63455.0
10304,54567.0
11416,61285.0
11360,84476.0
10469,61090.0
10302,60968.0
10460,25948.0
11423,66455.0
11356,59712.0
10314,80956.0
10305,76044.0
11413,83459.0
10470,56658.0
11363,97784.0
